id,source,url,text,relevant,save_motive,current_blocker,uncertainty_type,external_channel,workaround,segment_gender,segment_category,segment_price_tier,segment_occasion,severity,evidence_quote,confidence,provider
4f10f009-ab08-4d1c-9507-2a71026b3abe,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,very nice product awesome 👍👍😎👍👍👍 u 💯 i,False,,,,,,,,,,,,,groq
f8ba880c-a7fd-4e42-a863-e55b702b4a5b,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,Always enjoy shopping from Myntra.,False,,,,,,,,,,,,,groq
c1e33bc0-0538-4346-beeb-7bcdf0ba30ba,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,bahut bekar services Hai Inki Express delivery to bilkul Bhi Nahin Hai dikhate Hain bus Express delivery lekin delivery Wale Ka Koi Na contact number Dete Hain Na Kuchh,False,,,,,,,,,,,,,groq
ca9fe083-81ef-4d48-af24-dfcd54f20e1f,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"too many notifications, it's very disturbing there's no other option but to keep it disabled",False,,,,,,,,,,,,,groq
4fe63e7c-0747-4301-88f6-22c4d7980781,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"very bad customer service. when amazon made same day deliveries, Myntra took 10 days and not delivered yet. no tracking number, showed item received nearby agency. no updates in 4+ days. lol. no courier partner name, AWB number, nothing. just playing with buyers patience.",False,,,,,,,,,,,,,groq
1680679d-7675-4d9f-80bc-606306756897,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,this app was amazing one with lots of offers i like soooo muchhh,False,,,,,,,,,,,,,groq
6c41c132-7665-4ecd-8ce9-7c92face0332,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,best application i am so obsessed,False,,,,,,,,,,,,,groq
fb7d0548-8be7-47d5-a0ab-43483704fb02,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,dry eyeliner again received,False,,,,,,,,,,,,,groq
06c0a339-1e5c-4640-a2a0-f6926280975a,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,amazing app with great offers,False,,,,,,,,,,,,,groq
e313ad5e-e0e0-4d6b-8cae-8276e031193d,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,best aap and genuine product,False,,,,,,,,,,,,,groq
b170f351-b6ad-438e-9697-87aab29faf24,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,It is very easy app to use,False,,,,,,,,,,,,,groq
e4360d2f-9c89-4a95-8fd6-93bcd0530205,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,worst customer care. they just keep on asking the same questions and do nothing,False,,,,,,,,,,,,,groq
a88c5afc-60c0-4baa-a96f-56e273f6876c,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,Excellent for apparels clothes,False,,,,,,,,,,,,,groq
821fb611-21ee-4399-870a-1ea9152d212e,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,this is literally a very good shopping app ♥️♥️,False,,,,,,,,,,,,,groq
38a151a8-e415-48ee-b4e9-188c1f93013a,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"I have given so many reviews but I never got any prize... this is just a scam... if you are not willing to provide any prize then why have you written there that you will get a reward..... stop scamming people...... also whenever I open my wishlist, the app functions slow... I click on the wishlisted product and it takes too much time to open",True,other,other,none,none,"opened wishlist, clicked on product",unclear,unclear,unclear,none,medium,app functions slow,medium,groq
20532363-49b9-4b64-999e-de66d2211b1a,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,very poor delivery service. my order is delayed for 3 weeks then it comes to me.,False,,,,,,,,,,,,,groq
b1ee7516-5ca3-4540-accb-a70dc1a97709,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,myntra shoping ke liye sbse best aap hai I love it,False,,,,,,,,,,,,,groq
8f2856ba-6bac-4048-89f2-5ff935b5f937,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,because we order set of 3 pis of perfume but when receive it came in only one pis of perfume.,False,,,,,,,,,,,,,groq
d045480d-e104-48c2-bf3b-e5cbcee3c3da,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,application is to much good and very fast delivery,False,,,,,,,,,,,,,groq
1cd79479-af2c-44a7-b6a0-28ff2fb68199,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"This app is really good, where we find everything at reasonable price with best quality.",False,,,,,,,,,,,,,groq
5e326264-9e4b-42d1-8f57-983cd807ec36,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,I have been using myntra since a long time but now as uh added a minimum amount to apply myncash is so worst please try to remove it,False,,,,,,,,,,,,,groq
18526569-526d-4d97-8556-2951000c9cdf,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,poor name for a delivery app I ordered two things both of them took 2 months for delivery and they finally got cancelled from their end,False,,,,,,,,,,,,,groq
05e0e5ec-5f10-4666-96bb-dc7d8e0622c0,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,clothes are of excellent quality,False,,,,,,,,,,,,,groq
8265227a-02e7-47b0-98bf-7a5c77aa70d0,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,veri nice and useful product,False,,,,,,,,,,,,,groq
3c1e0cd5-a32a-4903-8bd4-30040717fce1,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,my orders have been delayed and cancelled for unknown reasons 😞,False,,,,,,,,,,,,,groq
14ac4f74-18b5-47b9-8c2d-f11e42f186f1,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,i really love this app i track and cancel order immediately and all stores in this app are trusted and genuinely the product quantity is excellent.,False,,,,,,,,,,,,,groq
e0b1a42d-7b27-4838-82c7-ab5fb5116408,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,must try exchange or return is so easy and all products are in very affordable price,False,,,,,,,,,,,,,groq
a811f745-6935-4192-b002-842d17b5a79e,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,this app is very good app❤️❤️❤️🔥,False,,,,,,,,,,,,,groq
b603e740-6bda-44cb-ab01-ba08b9cd5ce4,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,it sales best quality products in the word,False,,,,,,,,,,,,,groq
35110915-88bb-4fc0-872b-56614732dbcc,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,best app for online shopping,False,,,,,,,,,,,,,groq
df1b1c3f-5039-4cfd-bb15-515773c667db,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,very good products app safety deliveries Good app 👍🏻,False,,,,,,,,,,,,,groq
318dfa29-64cb-440a-9559-b91a2b813e63,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,verry good product and deal,False,,,,,,,,,,,,,groq
c281ebfb-4f2f-403a-9b25-1d8dd25c2e96,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"I've been using Myntra for a long time, and it's my favorite shopping app. The product quality is always good, the prices are affordable, and there are so many varieties to choose from. I love the app my cash method of play and cash The cash collection was useful for shopping.😌📈 The return experience is good and easy, and delivery is usually fast. Overall, I'm very happy with Myntra and highly recommend it to anyone who loves shopping for quality products at great prices. 😍❤️",False,,,,,,,,,,,,,groq
6ace095b-f0fa-40d2-a25c-9fe1a7db4e6d,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,Best Platform for Fashion Shopping ✨,False,,,,,,,,,,,,,groq
e1738bc5-09b8-4e8a-8464-02b130b54d0e,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,nice experience with myntra,False,,,,,,,,,,,,,groq
e4c12fce-0718-43b4-8a0a-0e4923202b28,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,very bad don't buy plzzzzz,False,,,,,,,,,,,,,groq
06849cb5-c16c-439d-a706-3579f8cb6326,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,fraudsters running this company,False,,,,,,,,,,,,,groq
91a08c72-3397-4017-9c1a-07182870f04e,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"23 Rupees, platform fee , order value of 2300. shut down Myntra",False,,,,,,,,,,,,,groq
82eaade2-cd6a-427c-b0a4-6868e29ddae4,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,Best price in all products,False,,,,,,,,,,,,,groq
144a6427-8d7c-4900-a776-e0993628682b,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,great app and great deals,False,,,,,,,,,,,,,groq
9f2438a5-44c9-4532-9463-9def2601397f,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,amazing product thanks mytra,False,,,,,,,,,,,,,groq
be9a8682-2963-433e-928a-0827c00551f8,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,good interface best discount on all things and good quality also,False,,,,,,,,,,,,,groq
18564e21-ffb0-4623-a764-d237aefb7ae4,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,superb service and collection 🥰,False,,,,,,,,,,,,,groq
ca1877d0-35c3-4736-b8e8-dc94da4b151c,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,best for lazy ppl who don't want to go outside for shopping cuz ts app has almost all kind of stuff u r looking for👌🏻😂,False,,,,,,,,,,,,,groq
b3a2dfc3-486e-4d12-9c98-a37cb05b003b,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"⭐⭐⭐⭐⭐ Myntra se shopping karna mujhe kaafi pasand hai. Products ki variety achhi hai, prices bhi reasonable mil jaate hain aur ordering process easy hai. Overall shopping experience bahut achha raha. 😊🛍️",False,,,,,,,,,,,,,groq
60fe537e-0e4e-46f7-952e-4c7a35ce8ae8,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,good products and safe delivery,False,,,,,,,,,,,,,groq
49a3d6b2-cc23-4917-a2d1-a3c6f4b757b1,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,expensive and good products in myntra,False,,,,,,,,,,,,,groq
4a5132bb-b678-4a2c-98e1-a2774434a620,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"myntra is big scam and fraud. They take the order and don't deliver, neither return the amount",False,,,,,,,,,,,,,groq
6cea5ab7-9e6f-4755-a35b-09e35d146896,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,Good online platform for shopping,False,,,,,,,,,,,,,groq
0e8303b7-6010-4799-8da7-8403ecafcff2,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,Myntra is just amazing platform for. shopping lover prices and quality of products are A1. good,False,,,,,,,,,,,,,groq
e373960a-d709-469d-86fd-99db3e013ae7,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"It has become very slow, developer do something",False,,,,,,,,,,,,,groq
2cb4e7fd-7028-4340-9f2a-70e5abd27cd0,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,return policy is very bad becouse return krne pr paisa katte hai. hr bar aur missing hone pr paisa bhi pay nhi krte hai baki thik hai.,True,,delivery_returns,delivery_returns,,,,,,,high,return policy is very bad,high,groq
4fcd353f-8d8c-4bf8-8426-f0d5f4d224b7,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,Really impressive 💯 great value and services.,False,,,,,,,,,,,,,groq
564fc104-c0b1-4517-9bad-5b8428af90fb,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,Best shopping app for trending fashion enthusiasts,False,,,,,,,,,,,,,groq
7b2f5a23-c9a5-42e7-bc70-765f85f257c0,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,awesome saree colour and fabric,False,,,,,,women,ethnic,,,,,,groq
a12d7ccf-1a47-4662-b1a1-9fc436d85f83,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"worst experience. waste application order not shipped, no customer support as unable to chat with the support team and also have raised multiple call back requests but is of no use. Very disappointed. Dready fraud, they neither refund nor deliver the order",False,,,,,,,,,,,,,groq
1abddf0e-06c7-4267-9d50-71fa83b02cf2,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,really nice purchasing app,False,,,,,,,,,,,,,groq
ac7c0c7c-e452-47ce-b570-5fb8af1bd272,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,Best quality 👌 fast delivery,False,,,,,,,,,,,,,groq
4c1a436f-b731-4155-a4ef-ce3c30dcaf2d,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"Best App for shopping I just love the products💗 Myntra is a great app for fashion shopping with a wide range of trendy options. The interface is user-friendly, making browsing and ordering easy. Delivery is usually quick, and the quality matches expectations.",False,,,,,,,,,,,,,groq
70808480-6721-41ef-a6a2-6fc6fb839743,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,Very good app for shopping,False,,,,,,,,,,,,,groq
29576044-53e0-4f68-926e-59b910e875a3,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,The product quality is too good .I always advise my friends and family.,False,,,,,,,,,,,,,groq
0146dfe9-fbd1-4c4f-8501-b6fbabae1463,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,Great App ! Great Offers ❤️❤️,False,,,,,,,,,,,,,groq
602cd017-4e29-4222-935c-cc9af9ac0b51,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,worst app ever I ordered a product twice but didn't receive and the delivery failed,False,,,,,,,,,,,,,groq
026fad2c-2350-4151-8403-226ce309dc63,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,best application for shopping cloths and beauty products in offer period,False,,,,,,,,,,,,,groq
5694639c-de91-40a2-916a-f3887235f31a,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,extraordinary experience continuous by myntra!!,False,,,,,,,,,,,,,groq
321c7e47-65ec-43dd-808f-cdda23023870,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,very nice product and worth the cost,False,,,,,,,,,,,,,groq
af878b6b-34af-4e34-9bc1-783124a94b05,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"यह ऐप बहुत ही खराब है। अगर आप इस ऐप से कुछ खरीदते हैं और साइज़ की समस्या के कारण उसे बदलना चाहते हैं, तो वे इसे स्वीकार नहीं करेंगे, भले ही दूसरे ब्रांड की डिलीवरी वही करते हों।😡",True,fit_size_uncertainty,fit_size_uncertainty,fit,,,unclear,unclear,unclear,unclear,high,साइज़ की समस्या,medium,groq
e32187c0-b947-401e-922f-e7a2c822922d,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,amazing only original quality products,False,,,,,,,,,,,,,groq
14d7cb7e-c120-41ca-9b88-b61069344028,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,I just love myntra bcoz it always gives a product of good quality,False,,,,,,,,,,,,,groq
2d31d893-4420-498a-9fc4-045c4a905290,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,the amount of ai pictures I've seen on this app are crazy. I want to see actual clothing on a model not some fake illustration of what the clothes are supposed to look like. It just looks so bad that i don't even want to buy that product even if i like it. also for some reason my area is shown as non deliverable when i have ordered in the past and it delivered.,True,quality_authenticity_doubt,quality_authenticity_doubt,quality,,,unclear,western,unclear,unclear,high,fake illustration,medium,groq
d9aa7fc1-7fbf-4928-8396-6d45234c7ce0,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,I received a good quality product and got the product on time as described and celebrate my birthday with the dress fantastically,False,,,,,,,,,,,,,groq
69766d1a-d5ba-4f47-ba28-1d94dfc6bc72,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"Do not buy anything from this app. If a product has a low rating and you still purchase it, be very careful. I ordered an Alexa worth ₹6,000, but it arrived damaged/broken. I immediately raised a complaint and submitted a return request, but neither did they pick up the product nor did I receive a refund. It has been extremely frustrating. Literally, my ₹6,000 has gone to waste. I would strongly suggest avoiding purchases from this app.",True,quality_authenticity_doubt,quality_authenticity_doubt,quality,,,unclear,unclear,premium,unclear,high,damaged/broken,medium,groq
0b5b2402-bc2c-4a9b-8829-64af6d101561,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"good variety of dresses, affordable price, assured delivery timings.",False,,,,,,,,,,,,,groq
7fea75ab-f777-4805-ab51-51454c4f1706,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,superb app because it provides quality product at home,False,,,,,,,,,,,,,groq
ece1c4ae-0542-487a-9283-777144394cbe,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"Initially it's good , let's see how it goes in the future.",False,,,,,,,,,,,,,groq
b66200c3-ff28-44f0-9b88-921b0c89a679,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,This is very best App and ginger the item at affordable price and quality is much better for my expectation So I recommend this app 💞💞,False,,,,,,,,,,,,,groq
eed4467e-734f-4a72-a9ae-64b05cba7e02,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,Very nice and user friendly,False,,,,,,,,,,,,,groq
5ad468c0-1437-401a-8135-5d31a0bfc90e,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"amazing product , good quality , easy return .",False,,,,,,,,,,,,,groq
c71c04f6-0020-4309-bebf-c1711a23c54e,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"pathetic service I'm getting. Their vendors are sending wrong products all the time and they are charging return fees from the users end. if a user is getting wrong size product, will the user will keep the product or return it? simple common sense Now that's their strategy to earn money by troubling the user",False,,,,,,,,,,,,,groq
fed559d4-ff3e-47a5-9e2e-b3f703f066a5,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,I love to buy clothes from Myntra..... because I have faith in Myntra ........,False,,,,,,,,,,,,,groq
1ef621f2-62b2-4491-b84a-fba9ffc9a918,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,It was a good app few years ago.,False,,,,,,,,,,,,,groq
d3acf5ba-adad-4f68-af00-c83857ffa537,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,Best experience in this app,False,,,,,,,,,,,,,groq
f0d103ad-a62d-4af0-baa7-aba10629f123,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,amazing app and its express service is great,False,,,,,,,,,,,,,groq
3c93ada9-b317-4623-88d1-6cdc74c9cf86,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,Very Best Shopping Experience in Myntra Fashion,False,,,,,,,,,,,,,groq
3a6e81da-de44-47c4-addc-d1d311a6e043,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,good response to coustomer,False,,,,,,,,,,,,,groq
a9a2ab54-7b96-4a49-8ccb-d7d9ce2495ce,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,quality of products are really good.....quality is same as products from Amazon and Flipkart and at low price unlike some other app which starts with same letter,False,,,,amazon,,,,,,,,,groq
582a3187-3125-4989-b175-f77f2edea6b9,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,since the start of 2026 most of the orders are delivered late.. delivery agents are not picking up the call. The same thing happened on 07-08-2026. Complaint portal is not that helpful,False,,,,,,,,,,,,,groq
c1b0d1ef-a631-4424-9b9c-69efc5b64cf9,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,मैं पिछले 3 सालों से Myntra ऐप का इस्तेमाल कर रहा हूँ और मेरा अनुभव हमेशा शानदार रहा है। यहाँ कपड़े और जूते खरीदने के लिए सबसे बेहतरीन कलेक्शन मिलता है।,False,,,,,,,,,,,,,groq
a93f4d4e-3eb6-4a75-973f-aeeaa32447e3,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,I get exclusive product on Myntra it's great,False,,,,,,,,,,,,,groq
bd77096a-d517-4cd1-a693-1c6294e9f841,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,The shopping app is good and facilitate every possible discount and save your money by providing coupons . Mind blowing 🫠🫠,False,,,,,,,,,,,,,groq
c5dd1348-d647-4169-9388-265ae3c54ff5,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"Beautiful products, reasonable and affordable, delivered within the stated time. Overall a pleasing experience.",False,,,,,,,,,,,,,groq
157b31ab-ea3a-407a-a3c5-d123a311be55,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,one of the finest shopping apps in india and very user friendly and advanced interface for any shopping application... 🔥,False,,,,,,,,,,,,,groq
3b444995-47ee-4a10-8cdf-f202d5d4d50f,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"Very disappointed with Myntra’s delivery service. They promise fast/next-day delivery, but my order was not delivered even on the promised date. Now they are saying I have to wait another 2 days for delivery. If you cannot meet the promised delivery date, please don’t advertise or promise next-day delivery. Customers choose fast delivery based on the commitment shown at the time of ordering. Very poor experience this time.",False,,,,,,,,,,,,,groq
2b36ef23-e558-4751-b20c-508d21a01b83,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,afordable price and easy to use,False,,,,,,,,,,,,,groq
95431a38-4b8e-4d40-b3f5-23f8a1982281,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,this app is better than flipkart,False,,,,flipkart,,,,,,,,,groq
eeed506a-bc9f-474b-8f06-3e9a20396b76,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,I'm very happy to say the myntra is good for online purchasing. i purchased somany things and I'm excited about this product quality and packing.,False,,,,,,,,,,,,,groq
281f00d4-86dc-4e43-9517-ba667ade742d,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"The product quality is very good. The material is comfortable, and the fitting is perfect. I received the product exactly as shown in the pictures. Overall, I’m very satisfied with the quality and value for money. 👍✨",False,,,,,,,,,,,,,groq
de2fe0e5-1b10-4d31-91ed-70bed6860557,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,I'm using myntra app for 2 years this app usefull and helpful and product quality is very good I can't describe myntra app because such good app tq myntra giving me best and quality product me 😍😍🫰,False,,,,,,,,,,,,,groq
addb4ab8-5a7f-490f-96fc-861ab43f1e02,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"Myntra app is very good, in this you get your cashback daily, reward is also given daily and its product price is best according to it.",False,,,,,,,,,,,,,groq
b49ca015-d97b-46d6-8720-86f0f9884542,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,Myntra is the best. i always have the best experiences. 🫶,False,,,,,,,,,,,,,groq
1a20bb11-3f6f-4188-ae59-d2a3d97cd84e,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,great quality product given by myntra,False,,,,,,,,,,,,,groq
70087d33-3c59-4510-883a-cbbac8cff55c,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,myntra is very good app product was also very Good and satisfied I trust on myntra because it never disappoint me with their product.,False,,,,,,,,,,,,,groq
d4da1934-246c-48ce-a55d-25cc19b9297c,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"You are very good, your product which we buy from you is also very good and the coins etc. which we get in it are also good and we get a good discount also.",False,,,,,,,,,,,,,groq
4c1dc90a-9e2e-404a-8252-d9d75698e7ee,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,good experience from myntra shopping,False,,,,,,,,,,,,,groq
9ec2acb0-71b4-42e0-a5be-62d14a7efa1f,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"The delivery was quick and smooth. The delivery person was polite and professional, and my order arrived safely and on time. Overall, I’m very satisfied with the delivery service.",False,,,,,,,,,,,,,groq
89b783ac-6457-482c-8f4f-13c88496040e,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"myntra never disappoints me, fabric quality always osm👍😃 best shopping app highly recommend for clothes jewellery 👍👍👍",False,,,,,,,,,,,,,groq
a26eb6cd-1ccb-4220-b328-19da509eeaa3,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,very good collection and satisfaction products.worth for money.,False,,,,,,,,,,,,,groq
7f66c117-e9d0-4f28-834e-580106f6f034,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,platform fee is to expensive,False,,,,,,,,,,,,,groq
ceb9f730-08c3-417c-bf38-0b32611490aa,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,i love myntra fast shipping and great discount,False,,,,,,,,,,,,,groq
3805762b-9f85-4085-ab49-5ae85b84bc1a,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"I have ordered the 2 shirts which is 4k cost, they haven't delivered the products. and status changed to delivered. worst experience ever, don't buy products from Myntra, false delivery and no proper solution from Myntra customer care support. This customer care support is very useless and waste. no proper support and Ekart delivery is also worst, I see the reviews for Ekart Domlur hub very negative only 1.4 start rating even though they are delivering the products. how shameful this myntra.",False,,,,,,,,,,,,,groq
a20e82e2-d5de-499e-a59d-73f3d6f87c51,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,very bad experience with customer support service in myntra. You have to improve this,False,,,,,,,,,,,,,groq
402f177d-d996-4742-9acb-7e0d4cd47bf8,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"myntra is my favourite online shopping application, because it provides us very large amount of quality and quantity also.",False,,,,,,,,,,,,,groq
4f3ec23a-c5df-4cd4-9e1b-d988aaa5ea44,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"Search issues, if i search anything then going through the list, if some call came even if i cut the call or if i open some other screen for a sec, the search results will get redirected to top the list , its frustrating now because all time i am scrolling down and finding where i was",False,,,,,,,,,,,,,groq
07b0a735-d4d2-487a-b153-790e13562dc5,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,Good for shopping and the quality of clothes that I received is so good,False,,,,,,,,,,,,,groq
79ffdca3-805e-4153-89b6-216ef8aa5515,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,really myntra is a life saver. i always purchase from here. there are a lot of offers available here. the rate is very less compared to others. recommended to all. the delivery is also fast and good.,False,,,,,,,,,,,,,groq
9b165bcd-fb23-4c5f-bb1c-713ff1e08650,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,my Mnow order is stuck since 1hr and there is no assistance provided to me...if I chat online there customer executives are occupied and there is no calling options also please close this Mnow option if you guys can't help in fast delivery ....... worst is I can't connect with anyone regarding my problems.,False,,,,,,,,,,,,,groq
55eb3f71-0f2f-49da-bd78-bcd88f23544f,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,install then reinstall app not working...,False,,,,,,,,,,,,,groq
be1c82ec-ccfe-4ddc-93f8-7cde1659fa67,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,very useful and beautiful dress,False,,,,,,,,,,,,,groq
3ad95742-2765-434c-bc97-0b2fd51d4b70,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,product of myntra was awesome 😎 blindly you trust,False,,,,,,,,,,,,,groq
3110557f-8372-40c9-bfc7-502f1cace35c,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,goooddddddd app for shopping products genuinely good!!🌟🌟🌟🌟🌟,False,,,,,,,,,,,,,groq
0181df7b-e021-4f86-8f5b-597e25dc0b5f,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,excellent products and services,False,,,,,,,,,,,,,groq
35791309-028a-430b-889d-66fff8a5b37a,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"Good connectivity , good designs, Can you please connect with Local artisans and handwork designers and sustainable fashion artists in India and even from rural areas?",False,,,,,,,,,,,,,groq
055c2cbd-c207-4b4b-940a-e964597422b3,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,such a nice app for shopping 🛍️,False,,,,,,,,,,,,,groq
7b02376b-b853-4378-a74b-4fc684065a83,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,It's really good platform for shopping,False,,,,,,,,,,,,,groq
8c51ebb6-3ec5-4abc-a9aa-ddffe29b59d8,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,"Myntra Great app for branded fashion at discounted prices⭐⭐⭐⭐⭐ The variety is unmatched, and the app interface is smooth and easy to navigate. Shipping is generally fast.🥰🥰🥰🥰 Easy To Use Aap💎 Easy To Product Exchange And Return 💎 I've been using the Myntra app for five years💎💎 Customer support is excellent, and delivery is always on time. Great App For Branded Shopping Product ⭐⭐⭐⭐⭐",False,,,,,,,,,,,,,groq
aa8981a3-b4cc-40b9-907a-2f5b4de7d3a1,playstore,https://play.google.com/store/apps/details?id=com.myntra.android,quality products and good pricing not too high not much good and quality products,False,,,,,,,,,,,,,groq
